Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_Per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
CA-100413,8/2/2025,Canada,P2004,Spices Pack,Grocery,9,9,4,0,Debit Card,26-35,Female,Toronto,Rep 10
CA-100414,8/3/2025,Canada,P3001,Microwave Oven,Home Appliances,220,3,165,0,Credit Card,46-55,Female,Toronto,Rep 17
CA-100415,6/15/2025,Canada,P2004,Spices Pack,Grocery,9,7,4,15,Mobile Payment,36-45,Male,Montreal,Rep 12
CA-100416,7/7/2025,Canada,P4001,Skincare Kit,Personal Care,50,2,28,10,Credit Card,46-55,Male,Toronto,Rep 20
CA-100417,5/27/2025,Canada,P3002,Blender Pro,Home Appliances,120,5,85,0,Credit Card,36-45,Female,Toronto,Rep 1
CA-100418,10/11/2025,Canada,P3001,Microwave Oven,Home Appliances,220,7,165,15,Credit Card,36-45,Male,Vancouver,Rep 14
CA-100419,9/12/2025,Canada,P2003,Organic Honey,Grocery,15,8,9,10,Credit Card,36-45,Female,Toronto,Rep 10
CA-100420,7/11/2025,Canada,P1003,Wireless Earbuds,Electronics,150,3,95,10,Cash,18-25,Male,Toronto,Rep 1
CA-100421,10/16/2025,Canada,P1003,Wireless Earbuds,Electronics,150,6,95,15,Mobile Payment,18-25,Male,Vancouver,Rep 4
CA-100422,12/25/2025,Canada,P2003,Organic Honey,Grocery,15,3,9,10,Credit Card,36-45,Male,Vancouver,Rep 13
CA-100423,3/24/2025,Canada,P1002,Laptop Air,Electronics,1100,5,880,15,Cash,36-45,Male,Montreal,Rep 7
CA-100424,10/25/2025,Canada,P2004,Spices Pack,Grocery,9,6,4,15,Credit Card,36-45,Female,Montreal,Rep 20
CA-100425,3/13/2025,Canada,P4001,Skincare Kit,Personal Care,50,10,28,0,Debit Card,36-45,Female,Vancouver,Rep 17
CA-100426,1/7/2025,Canada,P1003,Wireless Earbuds,Electronics,150,1,95,10,Credit Card,36-45,Male,Montreal,Rep 16
CA-100427,8/12/2025,Canada,P4001,Skincare Kit,Personal Care,50,5,28,15,Mobile Payment,36-45,Female,Toronto,Rep 20
CA-100428,3/19/2025,Canada,P2003,Organic Honey,Grocery,15,4,9,10,Debit Card,46-55,Female,Vancouver,Rep 20
CA-100429,8/1/2025,Canada,P3001,Microwave Oven,Home Appliances,220,4,165,10,Mobile Payment,46-55,Female,Vancouver,Rep 4
CA-100430,10/31/2025,Canada,P2004,Spices Pack,Grocery,9,1,4,0,Debit Card,46-55,Female,Toronto,Rep 5
CA-100431,8/23/2025,Canada,P2003,Organic Honey,Grocery,15,5,9,15,Cash,36-45,Male,Toronto,Rep 15
CA-100432,10/19/2025,Canada,P2003,Organic Honey,Grocery,15,10,9,10,Cash,46-55,Male,Toronto,Rep 7
CA-100433,7/17/2025,Canada,P3001,Microwave Oven,Home Appliances,220,2,165,0,Mobile Payment,36-45,Female,Montreal,Rep 15
CA-100434,2/25/2025,Canada,P2004,Spices Pack,Grocery,9,6,4,15,Mobile Payment,18-25,Female,Montreal,Rep 19
CA-100435,1/23/2025,Canada,P1003,Wireless Earbuds,Electronics,150,2,95,5,Cash,46-55,Male,Vancouver,Rep 14
CA-100436,11/3/2025,Canada,P3002,Blender Pro,Home Appliances,120,3,85,0,Mobile Payment,46-55,Female,Vancouver,Rep 1
CA-100437,2/15/2025,Canada,P3001,Microwave Oven,Home Appliances,220,7,165,5,Credit Card,26-35,Female,Toronto,Rep 13
CA-100438,10/29/2025,Canada,P2003,Organic Honey,Grocery,15,9,9,10,Debit Card,36-45,Male,Toronto,Rep 11
CA-100439,12/13/2025,Canada,P1003,Wireless Earbuds,Electronics,150,10,95,10,Cash,46-55,Female,Montreal,Rep 15
CA-100440,11/26/2025,Canada,P4002,Hair Trimmer,Personal Care,35,1,20,0,Credit Card,36-45,Male,Toronto,Rep 18
CA-100441,3/1/2025,Canada,P4002,Hair Trimmer,Personal Care,35,8,20,15,Debit Card,46-55,Male,Vancouver,Rep 15
CA-100442,2/6/2025,Canada,P1001,Smartphone X,Electronics,800,8,620,10,Cash,46-55,Male,Toronto,Rep 16
CA-100443,5/29/2025,Canada,P2004,Spices Pack,Grocery,9,1,4,15,Mobile Payment,46-55,Female,Montreal,Rep 10
CA-100444,4/9/2025,Canada,P3002,Blender Pro,Home Appliances,120,2,85,5,Cash,36-45,Female,Montreal,Rep 16
CA-100445,2/25/2025,Canada,P3001,Microwave Oven,Home Appliances,220,3,165,10,Debit Card,18-25,Female,Toronto,Rep 18
CA-100446,8/12/2025,Canada,P2003,Organic Honey,Grocery,15,10,9,0,Mobile Payment,46-55,Male,Toronto,Rep 5
CA-100447,11/8/2025,Canada,P1001,Smartphone X,Electronics,800,7,620,15,Mobile Payment,36-45,Female,Vancouver,Rep 1
CA-100448,2/22/2025,Canada,P4001,Skincare Kit,Personal Care,50,6,28,5,Debit Card,26-35,Female,Vancouver,Rep 5
CA-100449,10/6/2025,Canada,P1001,Smartphone X,Electronics,800,10,620,0,Debit Card,18-25,Female,Montreal,Rep 8
CA-100450,8/13/2025,Canada,P4001,Skincare Kit,Personal Care,50,1,28,15,Cash,36-45,Female,Vancouver,Rep 3
CA-100451,3/25/2025,Canada,P3002,Blender Pro,Home Appliances,120,4,85,0,Debit Card,18-25,Female,Vancouver,Rep 7
CA-100452,4/16/2025,Canada,P2004,Spices Pack,Grocery,9,1,4,5,Credit Card,46-55,Male,Montreal,Rep 9
CA-100453,4/3/2025,Canada,P4001,Skincare Kit,Personal Care,50,4,28,5,Debit Card,46-55,Male,Vancouver,Rep 11
CA-100454,12/6/2025,Canada,P1002,Laptop Air,Electronics,1100,3,880,15,Cash,26-35,Male,Montreal,Rep 4
CA-100455,12/24/2025,Canada,P1002,Laptop Air,Electronics,1100,10,880,5,Credit Card,18-25,Male,Vancouver,Rep 5
CA-100456,3/3/2025,Canada,P3002,Blender Pro,Home Appliances,120,9,85,0,Cash,26-35,Female,Montreal,Rep 15
CA-100457,7/12/2025,Canada,P4001,Skincare Kit,Personal Care,50,3,28,10,Credit Card,46-55,Female,Toronto,Rep 6
CA-100458,6/15/2025,Canada,P1002,Laptop Air,Electronics,1100,5,880,15,Mobile Payment,46-55,Female,Toronto,Rep 1
CA-100459,6/5/2025,Canada,P3001,Microwave Oven,Home Appliances,220,5,165,5,Credit Card,46-55,Female,Vancouver,Rep 2
CA-100460,10/8/2025,Canada,P3002,Blender Pro,Home Appliances,120,9,85,0,Credit Card,46-55,Female,Montreal,Rep 14
CA-100461,2/19/2025,Canada,P4001,Skincare Kit,Personal Care,50,2,28,15,Mobile Payment,18-25,Male,Vancouver,Rep 20
CA-100462,6/29/2025,Canada,P2003,Organic Honey,Grocery,15,8,9,15,Mobile Payment,18-25,Female,Vancouver,Rep 20
CA-100463,2/18/2025,Canada,P4002,Hair Trimmer,Personal Care,35,1,20,0,Mobile Payment,18-25,Female,Montreal,Rep 8
CA-100464,12/8/2025,Canada,P4001,Skincare Kit,Personal Care,50,3,28,15,Mobile Payment,26-35,Female,Vancouver,Rep 14
CA-100465,6/18/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,15,Debit Card,18-25,Male,Vancouver,Rep 11
CA-100466,11/23/2025,Canada,P1002,Laptop Air,Electronics,1100,3,880,10,Cash,46-55,Male,Vancouver,Rep 4
CA-100467,1/10/2025,Canada,P2004,Spices Pack,Grocery,9,9,4,0,Cash,18-25,Male,Montreal,Rep 20
CA-100468,12/13/2025,Canada,P4002,Hair Trimmer,Personal Care,35,2,20,10,Mobile Payment,26-35,Male,Toronto,Rep 4
CA-100469,3/15/2025,Canada,P2003,Organic Honey,Grocery,15,7,9,5,Cash,26-35,Female,Toronto,Rep 2
CA-100470,9/28/2025,Canada,P3001,Microwave Oven,Home Appliances,220,7,165,0,Credit Card,36-45,Female,Montreal,Rep 4
CA-100471,3/13/2025,Canada,P3001,Microwave Oven,Home Appliances,220,6,165,0,Debit Card,26-35,Male,Toronto,Rep 20
CA-100472,3/6/2025,Canada,P3001,Microwave Oven,Home Appliances,220,8,165,5,Debit Card,26-35,Male,Montreal,Rep 7
CA-100473,10/12/2025,Canada,P1001,Smartphone X,Electronics,800,5,620,0,Debit Card,36-45,Female,Toronto,Rep 7
CA-100474,11/30/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,10,Cash,18-25,Female,Toronto,Rep 15
CA-100475,11/28/2025,Canada,P1001,Smartphone X,Electronics,800,1,620,5,Mobile Payment,18-25,Female,Toronto,Rep 10
CA-100476,7/17/2025,Canada,P4002,Hair Trimmer,Personal Care,35,5,20,10,Debit Card,26-35,Male,Montreal,Rep 19
CA-100477,12/31/2025,Canada,P3001,Microwave Oven,Home Appliances,220,8,165,0,Credit Card,36-45,Female,Vancouver,Rep 6
CA-100478,3/16/2025,Canada,P4002,Hair Trimmer,Personal Care,35,10,20,15,Debit Card,36-45,Male,Vancouver,Rep 3
CA-100479,8/8/2025,Canada,P1003,Wireless Earbuds,Electronics,150,4,95,10,Mobile Payment,46-55,Male,Montreal,Rep 6
CA-100480,6/10/2025,Canada,P3001,Microwave Oven,Home Appliances,220,6,165,10,Debit Card,26-35,Female,Toronto,Rep 18
CA-100481,10/28/2025,Canada,P3002,Blender Pro,Home Appliances,120,4,85,0,Mobile Payment,18-25,Male,Toronto,Rep 3
CA-100482,10/28/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,5,Debit Card,46-55,Male,Toronto,Rep 2
CA-100483,8/3/2025,Canada,P1002,Laptop Air,Electronics,1100,8,880,15,Debit Card,18-25,Male,Toronto,Rep 13
CA-100484,11/15/2025,Canada,P3001,Microwave Oven,Home Appliances,220,10,165,15,Mobile Payment,36-45,Female,Toronto,Rep 6
CA-100485,4/26/2025,Canada,P1001,Smartphone X,Electronics,800,8,620,0,Cash,18-25,Female,Toronto,Rep 14
CA-100486,12/14/2025,Canada,P1001,Smartphone X,Electronics,800,5,620,0,Debit Card,26-35,Female,Vancouver,Rep 20
CA-100487,6/28/2025,Canada,P4002,Hair Trimmer,Personal Care,35,3,20,15,Cash,18-25,Female,Toronto,Rep 1
CA-100488,2/23/2025,Canada,P1001,Smartphone X,Electronics,800,2,620,10,Debit Card,18-25,Female,Toronto,Rep 16
CA-100489,11/14/2025,Canada,P1003,Wireless Earbuds,Electronics,150,9,95,5,Credit Card,46-55,Female,Toronto,Rep 1
CA-100490,9/10/2025,Canada,P1003,Wireless Earbuds,Electronics,150,10,95,5,Credit Card,36-45,Male,Toronto,Rep 9
CA-100491,10/20/2025,Canada,P2003,Organic Honey,Grocery,15,9,9,0,Debit Card,36-45,Male,Montreal,Rep 4
CA-100492,6/18/2025,Canada,P2003,Organic Honey,Grocery,15,6,9,10,Cash,36-45,Female,Toronto,Rep 19
CA-100493,2/22/2025,Canada,P2004,Spices Pack,Grocery,9,8,4,15,Mobile Payment,18-25,Female,Vancouver,Rep 12
CA-100494,9/19/2025,Canada,P3001,Microwave Oven,Home Appliances,220,7,165,5,Cash,36-45,Female,Montreal,Rep 6
CA-100495,1/5/2025,Canada,P1001,Smartphone X,Electronics,800,4,620,10,Cash,18-25,Male,Vancouver,Rep 4
CA-100496,11/22/2025,Canada,P3002,Blender Pro,Home Appliances,120,2,85,0,Cash,46-55,Male,Montreal,Rep 19
CA-100497,10/28/2025,Canada,P1003,Wireless Earbuds,Electronics,150,4,95,15,Cash,18-25,Female,Toronto,Rep 15
CA-100498,3/8/2025,Canada,P2003,Organic Honey,Grocery,15,7,9,10,Credit Card,46-55,Female,Toronto,Rep 7
CA-100499,6/3/2025,Canada,P1001,Smartphone X,Electronics,800,6,620,10,Cash,18-25,Male,Montreal,Rep 15
